4025	element transmutatio
4026	dimensional portal
4027	world government
4028	master of vibration
4029	mechanical thought p
4030	mad Russian
4031	thought transference
4032	Venerians
4033	flying globe
6175	Jack London
4035	artificial meteorite
4036	beast men
4037	living disks
4038	conscious petrificat
4039	pneumatic car
4040	Martian invasion
4041	shark men
4042	purple blob
4043	mind energy
4044	viewing ray
4045	thought protection
4046	pure thought being
4047	thought speech
4048	time travel paradox
4049	ancestral memory
4050	sky cities
4051	terraform Moon
4052	supercity
4053	suspended gravitatio
4054	gravity tripler
4055	planet ftl
4056	planet dimensional t
4057	creation theory
4058	space cloud
4059	bacteria world
4060	time molecules
4061	electric typewriter
4062	dictation printer/tr
4063	invisiblity
4064	fighting fury
4065	Moon woman
4066	machine man
4067	dimensional travel
4068	soldier of fortune
4069	Atlanteans
4070	giant green men
4071	super powers
4072	sub-voval hearing
4073	size machine
4074	automatic cities
4075	Martian
4076	longevity
4077	polyandric society
4078	thought records
4079	spacedrome
4080	antigravity clothing
4081	heart attack project
4082	death projector
4083	heat projector
4084	psychogram
4085	flying humanoid robo
4086	intelligent insects
4087	long distance mind r
4088	atomic fire
4089	thought projector
4090	Martian conquest
4091	atomic wildfire
4092	Moon caverns
4093	mechanical voice sim
4094	space people
4095	disintefrator ray
4096	psychic domination
4097	plant men
4098	Moon lost world
4099	space walk
4100	earth borer
4101	source of life
4102	cyboryg prothetics
4103	mechanical telepath
4104	Moon cavern race
4105	Earth invasion thwar
4106	Pluto colony
4107	blue-haze beings
4108	silicon plague
4109	undersea civilizatio
4110	crystal folk
4111	interplanetary ruins
4112	insect robot
4113	Earth evacuation
4114	antichemichal ray
4115	metal men
4116	insect evolution
4117	crystal ammonia life
4118	aerial adventure
4119	to Venus ark
4120	retribution
4121	humaniform automata
4122	chemichal suspended 
4123	worker hibernation
4124	hibernation draft
4125	sleep prisons
4126	abortion
4127	peace police weapon
4128	telephot
4129	revivication
4130	power rays
4131	atmosphere plants
4132	electrical overloadi
4133	Iapetus
4134	space raid
4135	hypnotic machine
4136	invisible asteroid
4137	submarine fight
4138	intelligent octopi
4139	octopus city
4140	digging rays
4141	space pirate
4142	Venerian princess
4143	specimen acquisition
4144	electron world
4145	Champ
4146	parthogenesis
4147	killer bees
4148	fish-men
4149	thought tubes
4150	chemichal disintegra
4151	meteriorite visitors
4152	long life elixir
4153	monoway
4154	sleep learning
4155	space lifeboat sruvi
4156	interplanetary polic
4157	armadillo men
4158	physical evolution
4159	Io
4160	artificial men
4161	Red Spot
4162	Jovians
4163	post-apocalypse
4164	fertilization coloni
4165	parthenogenesis
4166	comet people
4167	flying disk
4168	spider men
4169	bird men
4170	flying globes
4171	thought machine
4172	flying disks
4173	turtle men
4174	vacuum rays
4175	artificial gravity
4176	floating cities
4177	cosmic ray beams
4178	air cruiser
4180	Neptune
4181	other Moon
4182	frog men
4183	human cattle
4184	human evolution
4185	big brains
4186	space adventure
4187	machine city
4188	social pacivism
4189	discovering reality
4190	social truth & polit
4191	brain imprinting
4192	mental control of ma
4193	far viewing screen
4194	trans-Atlantic tunne
4195	pneumatic tunnels
4196	automatic farming
4197	automation future
4198	organ banks
4199	space rescue
4200	futurist development
4201	Moon colonization
4202	automated farm
4203	fermale sterilizatio
4204	meteorite ray shield
4205	thought wave project
4206	insect apocalypse
4207	world reborn
4208	living Mars
4209	evolutionary bacteri
4210	control will of othe
4211	slow potion
4212	fast potion
4213	mechanichal body par
4214	planet of the apes
4215	perception problems
4216	lost on Earth
4217	artificial birth
4218	flying ark
4219	Mars conquest
4220	time travelers
4221	time snag
4222	disintegration ray
4223	white master machine
4224	Lemuria
4225	biologic
4226	Moon Men
4227	Lunar archeology
4228	artificial body
4229	bio war
4230	closed circuit telev
4231	picture phones
4232	petrifying potion
4233	humanoid robot
4234	dimensional adventur
4235	mood pharmacology
4236	Soaring rocket
4237	Proxima Centauri
4238	cyrstals of health
4239	crystals of long lif
4240	medical examination
4241	second Moon
4242	controlled mutation
4243	manufacture supermen
