37795	671957
26689	852180
1030	495131
2803	495091
5483	495101
1807	495081
1688	854618
38460	854619
5140	854620
646197	854609
1903	854616
4388	854617
850773	209161
671017	854728
34291	854729
714725	864208
839424	196939
385761	854608
223901	854615
38565	709725
835731	849709
831388	196938
3614	854730
1235	709721
1737	709697
11926	603305
29286	515853
5542	709713
211411	854610
1360	709701
12785	709705
851755	709733
3045	566457
8253	709709
12164	427341
25761	616413
5543	515881
158236	196937
1068	444221
1580	566545
22971	423771
16559	423781
535949	852004
831395	423801
20330	850234
20692	850235
38141	843743
23362	851197
831398	563709
1744	855599
13593	444181
34962	851561
2497	850109
5941	851563
23322	850808
5207	426911
34678	426891
853521	123445
16847	123448
846413	123450
18121	123458
9182	123459
833084	753669
888	403591
28348	324721
1419	515837
3311	751181
15568	515877
1625	426871
136590	427521
25781	427551
826328	740209
1224	546649
35045	851233
34127	851571
157248	513121
34219	825591
3295	630437
155478	854694
858488	854680
168818	854692
4150	713109
654781	851238
1325	851237
177551	854688
858097	854677
830256	766533
709097	631129
4037	631125
6949	854675
830480	766857
14999	631133
19724	854668
189372	854669
22270	854670
32365	854671
169307	854689
37632	766521
187244	639357
839403	427031
840665	854679
187178	616513
803513	195551
803521	158292
649001	158291
29015	158290
9692	158289
792	158288
2410	158287
1638	158285
25492	158284
7135	158283
33927	158282
33926	158280
102736	158279
7330	158293
4542	158294
7222	158295
2034	158296
2419	158297
103255	158298
841	158299
9644	158300
33928	158301
1842	158303
7517	158304
1466	158305
15259	158307
17920	158308
8381	158309
37733	158310
1709	158311
11998	158312
5848	158313
18811	158314
793	158315
34034	158316
14353	158317
31475	158318
31388	158319
32251	158320
8256	158321
1684	158322
1801	158323
2120	158324
380	158325
38463	158326
3349	158327
5753	158328
3096	158329
5771	158330
37420	158331
102488	158332
3148	158333
6420	158334
243	158335
290	158336
369	158337
6421	158338
3180	158339
393	158340
3103	158341
36689	158342
308	158343
6422	158344
33915	158345
251	158346
253	158347
356	158348
3152	158349
6453	158350
375	158351
6454	158352
3104	158353
5713	158354
6235	158355
347	158356
6452	158357
3147	158358
5723	158359
6449	158360
6450	158361
6448	158362
6447	158363
244	158364
1626	158365
1440	158366
6456	158367
2042	158368
1990	158369
1948	158370
1640	158371
294	158372
102490	158373
1956	158374
1023	158375
1037	158376
33920	158378
33922	158379
5414	158380
2267	158381
2328	158382
102504	158383
102492	158384
102493	158385
