128921	1	245
128922	1	246
128923	1	247
128924	1	248
113827	1	280
107145	1	311
75032	1	356
8781	1	471
20361	1	672
151541	1	991
8731	1	1247
47129	1	1255
32341	1	1278
8741	1	1327
8791	1	1371
8601	1	1574
120256	1	1638
75451	1	1702
75031	1	1868
75030	1	1948
1	1	2110
16271	1	2275
58957	1	2311
113826	1	2421
48522	1	2434
75010	1	2436
43239	1	2851
77170	1	3049
91516	1	3066
8801	1	3098
77322	1	3255
8981	1	3363
39450	1	4261
28769	1	5347
155532	1	6463
43247	1	7944
41566	1	8075
74991	1	8134
8611	1	8166
98055	1	8740
126380	1	9086
50749	1	9171
74994	1	9229
74993	1	9230
74995	1	9231
142683	1	9431
114220	1	9673
40597	1	9732
47480	1	9944
8641	1	10010
26605	1	11937
40584	1	11980
8581	1	12255
75001	1	12256
75002	1	12257
74989	1	12303
43389	1	12897
129378	1	13590
74990	1	13699
123070	1	13765
124935	1	14006
124934	1	14008
76343	1	14605
75172	1	14839
44781	1	15462
61535	1	15842
57252	1	16593
48308	1	16713
171293	1	16922
101058	1	17376
113828	1	19603
107134	1	19709
8671	1	19715
128926	1	20086
91734	1	20208
8661	1	20837
74998	1	21035
11541	1	21123
8631	1	21398
75027	1	21677
75028	1	21679
173719	1	21760
74997	1	22009
42654	1	22027
160738	1	22142
120808	1	22341
116914	1	22655
8591	1	22721
42550	1	22722
107135	1	22791
67831	1	22805
128925	1	22832
128927	1	22834
118883	1	23025
114716	1	23069
163776	1	23269
61342	1	23271
149915	1	23273
147653	1	23274
8621	1	23283
138797	1	23352
42563	1	23363
42571	1	23383
138798	1	23389
8681	1	23627
48062	1	23639
42514	1	23645
75009	1	23674
118884	1	23819
100875	1	23918
43368	1	23941
15281	1	24093
18751	1	24156
18651	1	24460
100878	1	24773
18701	1	24797
104533	1	25109
20771	1	27074
18601	1	27091
75025	1	27123
118885	1	28708
8951	1	29738
114715	1	33120
39112	1	33331
39110	1	33332
102149	1	33424
18801	1	33854
8961	1	37077
51	1	37855
159396	1	38460
75903	1	41189
149589	1	41428
148145	1	41490
81823	1	41588
173729	1	41791
171575	1	41876
52597	1	41959
63898	1	42339
147171	1	45346
77172	1	45480
121869	1	45523
66007	1	46484
60658	1	46806
159227	1	50831
48898	1	51085
48655	1	52220
77171	1	55388
48658	1	56095
48652	1	57114
150731	1	58214
171579	1	63177
65774	1	65635
77174	1	77477
65661	1	79830
65666	1	79838
146667	1	82774
173713	1	83457
131594	1	83965
86197	1	86298
48064	1	89201
146898	1	94395
147359	1	102232
27897	1	103217
75003	1	152434
113500	1	152448
58848	1	152799
119298	1	153013
8701	1	153332
107138	1	153333
39094	1	156578
103788	1	156665
128919	1	156872
39108	1	157274
69501	1	158006
42359	1	158235
39097	1	158236
3301	1	167785
100880	1	170376
75004	1	170653
42361	1	170838
113501	1	171130
107139	1	171658
75023	1	172008
91411	1	174044
108349	1	176803
163778	1	177865
49733	1	178821
74996	1	179335
119296	1	182128
42297	1	182225
39102	1	182777
107253	1	183690
40536	1	183865
41180	1	183866
163779	1	184361
113502	1	184639
39100	1	184752
39106	1	195776
103329	1	196193
75005	1	196397
41849	1	196409
77173	1	196719
39107	1	201891
49346	1	211501
42088	1	221151
49688	1	242571
61460	1	272751
42307	1	275041
29517	1	286511
39103	1	293871
171978	1	302921
42404	1	306491
152932	1	308901
164599	1	330061
58963	1	364691
77168	1	370051
42242	1	373891
39993	1	373951
173751	1	385031
173020	1	385081
41036	1	385751
61534	1	418381
42841	1	447261
39104	1	476411
173792	1	478271
61456	1	495991
123071	1	538341
130643	1	544181
25497	1	546065
111167	1	590545
131592	1	598437
42235	1	630797
113499	1	657673
74401	1	659129
43329	1	689177
105709	1	693289
113289	1	701893
40816	1	713925
107437	1	714645
39098	1	770841
73383	1	772057
43396	1	823821
160739	1	824450
42183	1	829173
42781	1	829351
111165	1	829383
63411	1	832880
172465	1	832885
160737	1	849368
176154	1	851454
82379	1	851536
104389	1	861932
113498	1	870709
94594	1	872858
41830	1	898687
41831	1	898689
72246	1	899071
42081	1	906050
42163	1	907912
72248	1	911690
48638	1	913155
72244	1	913156
72245	1	913163
75880	1	919157
122052	1	921063
83208	1	924640
75024	1	927597
43356	1	929577
77169	1	937373
166940	1	939911
43515	1	941505
80363	1	946870
100881	1	966389
44105	1	969123
67570	1	993717
48644	1	993800
72239	1	995967
152685	1	996613
152223	1	998045
133248	1	998229
143916	1	998233
103348	1	1005757
105986	1	1007941
131597	1	1008759
44869	1	1011384
160740	1	1015746
113497	1	1015935
115394	1	1017352
47993	1	1017405
172230	1	1020342
72247	1	1020604
173449	1	1022721
152691	1	1024249
72242	1	1025240
161980	1	1025248
53377	1	1032603
49179	1	1039549
106310	1	1056904
111070	1	1068390
47420	1	1073727
47767	1	1075706
47770	1	1075709
103344	1	1076748
103349	1	1076749
48440	1	1088464
86997	1	1098173
49354	1	1099895
75018	1	1101851
49630	1	1101852
49631	1	1101853
49632	1	1101854
49633	1	1101855
67994	1	1103008
112018	1	1103009
112017	1	1103010
50020	1	1105105
159076	1	1107252
50645	1	1108006
51150	1	1108966
51820	1	1109780
51819	1	1109814
52509	1	1115251
