416	Greenberg	\N
417	McLoughlin Bros	\N
419	Ardis	178639
420	Leisure Books	326561
421	HarperPaperbacks	\N
424	Eotu Group	\N
426	Charter	\N
427	Interface Press	\N
428	Point / Scholastic	\N
429	Point / Scholastic UK	\N
430	Adlib / Scholastic	246242
431	Raintree Publishers (UK)	267297
432	Golden Gryphon Press	140787
434	Minstrel / Pocket Books	\N
435	Third Side Press	\N
437	TSP	369607
439	New Infinities	\N
440	Ohio University Press	\N
441	McGraw-Hill	203585
442	Chilton	202250
443	Grosset & Dunlap	\N
445	Rinehart	\N
446	Bridge Publications	\N
447	Fleuve Noir	143652
449	St. Martin's Griffin	\N
452	Frog Books / North Atlantic Books	382893
454	United Mythologies Press	\N
456	Harper Perennial	274077
458	Ithkos Publications	\N
459	Belhue Press	\N
460	Signet UK	\N
463	Dalkey Archive Press	\N
464	D. Appleton-Century Company	137325
469	Longman	\N
472	Dragon's World	\N
473	Granada	\N
475	Starwanderer / Harper & Row	\N
476	T. V. Boardman	139325
477	Taplinger	247402
478	Beech Tree Books / William Morrow	\N
480	Museum Press	\N
481	Plenum	\N
482	Pocket Star Books	\N
484	Liverpool University Press	\N
486	Aphelion Publications	137285
489	DimeNovels	\N
490	Pulp Fictions	\N
491	Mews Books	\N
492	Void Publications	138483
493	Unique Graphics	\N
494	Avon Books	277103
497	Four Square Books	\N
498	Avalon Books	304710
499	Apple / Scholastic	\N
500	Orion	\N
501	Apogee Books (Scotland)	137288
502	Flamingo	\N
503	Arlington House	198875
504	Virago	146334
505	Pocket Books (UK)	\N
506	Simon & Schuster UK	\N
507	Bart Books	135839
508	Gauntlet Press	204254
510	Berkley Prime Crime	\N
511	Putnam	\N
512	Viking UK	\N
513	Fawcett Juniper / Ballantine	\N
514	Old Earth Books	\N
515	Doctor Who Books	350601
517	Target	\N
518	Médiaspaul	\N
519	Morrigan Publications	249855
521	Avon Flare	\N
523	Piatkus	138540
526	Lion Publishing	\N
529	Pulphouse Publishing	\N
530	WC Books (Baltimore & Eugene)	\N
532	Gregg Press	141783
533	Bloomsbury	303102
534	HarperSanFrancisco	\N
535	Raduga Publishers	202122
537	Grove Press	246015
539	Hodder Headline	\N
540	Rand McNally & Company	\N
543	Lotus Press	\N
544	Tudor	\N
545	Owl Books / Henry Holt	\N
547	Story Line Press	\N
548	Onyx / New American Library	199340
549	New American Library	\N
550	Harper Trophy	169059
551	Galde Press	\N
552	Stellar Publishing Corporation	\N
554	Dark Regions Press	140637
555	Perfection Form Co.	\N
556	Polygon Books	142114
558	Popular Publications, Inc.	\N
563	Club 199	\N
565	Marsilio	\N
568	Davis Publications	\N
569	Baronet Publishing Co.	\N
570	Arno Press	\N
572	Paladin	\N
574	Crowell	\N
575	Bard / Avon Books	\N
577	Follett Publishing Company	506132
579	Downhome Publishing	\N
580	Roussan Publishers	\N
581	Fawcett Columbine	\N
582	Plume / New American Library	\N
583	Jove Books	\N
584	Chatto & Windus	136675
585	Space Link Books	\N
586	Simon Pulse	\N
587	E. P. Dutton	236341
589	Nuage Editions	144066
590	Gold Eagle / Worldwide Library	\N
592	Secker & Warburg	\N
595	Space and Time	\N
597	Mayflower-Dell	\N
